STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/27/1962,0,0,0,,62,33,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/28/1962,0,0,0,,70,40,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/29/1962,0,0,0,,76,52,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/30/1962,0.29,0,0,,64,42,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/31/1962,0.44,1.2,0,,43,33,1,,,1,,,,1,,,,,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/1/1962,0.17,1.7,0,,41,32,1,,,,,,,1,,,,,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/2/1962,0,0,0,,45,33,1,,,,,,,1,,,,,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/3/1962,0,0,0,,50,33,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/4/1962,0,0,0,,60,34,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/5/1962,0.05,0,0,,56,48,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/6/1962,0.03,0,0,,57,48,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/7/1962,0.01,0,0,,64,45,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/8/1962,0.12,0,0,,67,40,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/9/1962,0.18,0,0,,57,39,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/10/1962,0.05,0,0,,66,39,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/11/1962,0.04,0,0,,56,46,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/12/1962,0.02,0,0,,58,42,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/13/1962,0.07,0,0,,43,33,1,,,,,,,1,,,,,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/14/1962,0,0,0,,54,28,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/15/1962,0,0,0,,42,27,,,,,,,,,,,,,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/16/1962,0,0,0,,49,26,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/17/1962,0,0,0,,53,34,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/18/1962,0,0,0,,64,44,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/19/1962,0,0,0,,58,38,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/20/1962,0,0,0,,58,33,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/21/1962,0,0,0,,75,40,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/22/1962,0,0,0,,81,56,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/23/1962,0.07,0,0,,67,51,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/24/1962,0,0,0,,70,42,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/25/1962,0,0,0,,81,39,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/26/1962,0,0,0,,85,44,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/27/1962,0,0,0,,84,55,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/28/1962,0,0,0,,79,65,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/29/1962,0,0,0,,75,59,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/30/1962,0.45,0,0,,87,62,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/1/1962,0.56,0,0,,70,59,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/2/1962,0,0,0,,64,47,1,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/3/1962,0,0,0,,76,44,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/4/1962,0,0,0,,80,43,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/5/1962,0,0,0,,81,45,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/6/1962,0,0,0,,75,55,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/7/1962,0,0,0,,72,45,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/8/1962,0.14,0,0,,78,54,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/9/1962,0,0,0,,62,48,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/10/1962,0.39,0,0,,64,43,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/11/1962,0.1,0,0,,75,50,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/12/1962,0,0,0,,83,53,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/13/1962,0,0,0,,85,57,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/14/1962,0,0,0,,89,62,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/15/1962,0,0,0,,88,63,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/16/1962,0,0,0,,90,59,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/17/1962,0,0,0,,91,60,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/18/1962,0,0,0,,93,62,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/19/1962,0,0,0,,91,62,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/20/1962,0.33,0,0,,90,61,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/21/1962,0.16,0,0,,90,60,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/22/1962,0,0,0,,87,59,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/23/1962,0.01,0,0,,88,70,,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/24/1962,0,0,0,,84,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/25/1962,0.31,0,0,,72,52,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/26/1962,0.61,0,0,,79,59,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/27/1962,0.34,0,0,,72,59,1,,1,,1,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/28/1962,0,0,0,,82,62,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/29/1962,0.1,0,0,,89,65,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/30/1962,0.59,0,0,,79,64,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/31/1962,0,0,0,,81,64,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/1/1962,0,0,0,,85,60,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/2/1962,0,0,0,,82,60,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/3/1962,0,0,0,,80,59,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/4/1962,0.25,0,0,,86,59,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/5/1962,0.34,0,0,,82,63,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/6/1962,0.05,0,0,,85,62,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/7/1962,0,0,0,,85,62,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/8/1962,0,0,0,,85,65,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/9/1962,0.32,0,0,,82,66,,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/10/1962,0.25,0,0,,82,63,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/11/1962,0.23,0,0,,76,60,1,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/12/1962,0.2,0,0,,78,57,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/13/1962,0,0,0,,73,52,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/14/1962,0,0,0,,76,49,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/15/1962,0,0,0,,85,50,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/16/1962,0,0,0,,86,56,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/17/1962,0,0,0,,88,56,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/18/1962,1,0,0,,93,59,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/19/1962,0.19,0,0,,85,64,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/20/1962,0,0,0,,79,58,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/21/1962,0,0,0,,86,57,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/22/1962,0,0,0,,86,65,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/23/1962,0,0,0,,87,64,,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/24/1962,1.54,0,0,,89,63,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/25/1962,0,0,0,,89,60,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/26/1962,0.03,0,0,,89,66,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/27/1962,0,0,0,,91,66,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/28/1962,0,0,0,,91,64,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/29/1962,0,0,0,,89,61,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/30/1962,0,0,0,,89,60,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/1/1962,0.28,0,0,,90,66,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/2/1962,0,0,0,,89,68,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/3/1962,0.99,0,0,,83,70,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/4/1962,0,0,0,,85,68,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/5/1962,0,0,0,,89,70,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/6/1962,0.76,0,0,,90,71,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/7/1962,0,0,0,,88,69,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/8/1962,0.3,0,0,,87,71,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/9/1962,0,0,0,,80,58,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/10/1962,0,0,0,,84,56,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/11/1962,0,0,0,,88,59,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/12/1962,0.12,0,0,,89,67,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/13/1962,0.54,0,0,,91,66,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/14/1962,0.88,0,0,,91,67,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/15/1962,3.93,0,0,,86,68,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/16/1962,0,0,0,,86,69,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/17/1962,0,0,0,,81,65,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/18/1962,0,0,0,,84,62,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/19/1962,0,0,0,,85,61,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/20/1962,0,0,0,,87,61,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/21/1962,0,0,0,,87,65,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/22/1962,0.11,0,0,,80,61,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/23/1962,0.31,0,0,,84,60,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/24/1962,0,0,0,,81,55,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/25/1962,0.05,0,0,,85,65,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/26/1962,0,0,0,,74,52,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/27/1962,0,0,0,,80,49,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/28/1962,0,0,0,,83,53,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/29/1962,0.09,0,0,,86,67,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/30/1962,0,0,0,,86,61,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/31/1962,0,0,0,,87,56,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/1/1962,0,0,0,,84,56,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/2/1962,0,0,0,,88,58,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/3/1962,0,0,0,,90,60,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/4/1962,0,0,0,,93,66,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/5/1962,0,0,0,,92,68,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/6/1962,0.68,0,0,,88,71,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/7/1962,0,0,0,,90,70,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/8/1962,0,0,0,,91,67,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/9/1962,0,0,0,,80,63,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/10/1962,0,0,0,,83,56,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/11/1962,0,0,0,,86,54,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/12/1962,0,0,0,,91,61,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/13/1962,0,0,0,,83,62,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/14/1962,0,0,0,,71,55,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/15/1962,0,0,0,,86,52,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/16/1962,0,0,0,,88,55,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/17/1962,0,0,0,,83,58,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/18/1962,0,0,0,,87,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/19/1962,0,0,0,,97,60,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/20/1962,0,0,0,,102,71,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/21/1962,0,0,0,,92,67,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/22/1962,0,0,0,,94,62,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/23/1962,0,0,0,,95,60,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/24/1962,0,0,0,,94,68,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/25/1962,0,0,0,,90,71,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/26/1962,0.35,0,0,,82,62,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/27/1962,0,0,0,,84,58,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/28/1962,0,0,0,,89,55,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/29/1962,0,0,0,,93,56,1,,,,,,,1,,,,,,,,,,,,,
